"image_id","image_url","is_primary","product_id","variant_id","alt_text","display_order","created_at"
"790","https://res.cloudinary.com/druymbf9y/image/upload/v1781668635/fashion-ai-shop/products/tshirts/myntra-men-red-fuel-your-desire-t-shirt-34387.jpg","True","790","790","Myntra Men Red Fuel Your Desire T-shirt","1","6/17/2026 10:39:33 AM"
"791","https://res.cloudinary.com/druymbf9y/image/upload/v1781668636/fashion-ai-shop/products/sandals/decathlon-men-quechua-grey-floater-9012.jpg","True","791","791","Decathlon Men Quechua Grey Floater","1","6/17/2026 10:39:33 AM"
"792","https://res.cloudinary.com/druymbf9y/image/upload/v1781668637/fashion-ai-shop/products/heels/catwalk-women-brown-wedges-46604.jpg","True","792","792","Catwalk Women Brown Wedges","1","6/17/2026 10:39:33 AM"
"793","https://res.cloudinary.com/druymbf9y/image/upload/v1781668638/fashion-ai-shop/products/sports-shoes/puma-men-cell-varex-white-sports-shoes-26606.jpg","True","793","793","Puma Men Cell Varex White Sports Shoes","1","6/17/2026 10:39:33 AM"
"794","https://res.cloudinary.com/druymbf9y/image/upload/v1781668638/fashion-ai-shop/products/tshirts/puma-men-heroes-graphic-yellow-tshirts-9337.jpg","True","794","794","Puma Men Heroes Graphic Yellow Tshirts","1","6/17/2026 10:39:33 AM"
"795","https://res.cloudinary.com/druymbf9y/image/upload/v1781668639/fashion-ai-shop/products/sports-shoes/reebok-men-grey-swift-sports-shoes-43240.jpg","True","795","795","Reebok Men Grey Swift Sports Shoes","1","6/17/2026 10:39:33 AM"
"796","https://res.cloudinary.com/druymbf9y/image/upload/v1781668640/fashion-ai-shop/products/shirts/indigo-nation-men-white-stripe-shirt-10184.jpg","True","796","796","Indigo Nation Men  White Stripe Shirt","1","6/17/2026 10:39:33 AM"
"797","https://res.cloudinary.com/druymbf9y/image/upload/v1781668641/fashion-ai-shop/products/casual-shoes/red-tape-men-black-shoes-45624.jpg","True","797","797","Red Tape Men Black Shoes","1","6/17/2026 10:39:33 AM"
"798","https://res.cloudinary.com/druymbf9y/image/upload/v1781668641/fashion-ai-shop/products/jeans/pepe-jeans-women-blue-jeans-52553.jpg","True","798","798","Pepe Jeans Women Blue Jeans","1","6/17/2026 10:39:33 AM"
"799","https://res.cloudinary.com/druymbf9y/image/upload/v1781668642/fashion-ai-shop/products/tshirts/nike-men-white-polo-t-shirt-2291.jpg","True","799","799","Nike Men White Polo T-shirt","1","6/17/2026 10:39:33 AM"
"800","https://res.cloudinary.com/druymbf9y/image/upload/v1781668643/fashion-ai-shop/products/flats/carlton-london-women-tan-brown-boots-15488.jpg","True","800","800","Carlton London Women Tan Brown Boots","1","6/17/2026 10:39:33 AM"
"801","https://res.cloudinary.com/druymbf9y/image/upload/v1781668644/fashion-ai-shop/products/tshirts/nike-men-white-polo-tshirts-9954.jpg","True","801","801","Nike Men White Polo Tshirts","1","6/17/2026 10:39:33 AM"
"802","https://res.cloudinary.com/druymbf9y/image/upload/v1781668645/fashion-ai-shop/products/tshirts/tantra-women-circles-black-t-shirt-27354.jpg","True","802","802","Tantra Women Circles Black T-shirt","1","6/17/2026 10:39:33 AM"
"803","https://res.cloudinary.com/druymbf9y/image/upload/v1781668645/fashion-ai-shop/products/flip-flops/ipanema-women-black-flip-flops-49815.jpg","True","803","803","iPanema Women Black Flip Flops","1","6/17/2026 10:39:33 AM"
"804","https://res.cloudinary.com/druymbf9y/image/upload/v1781668646/fashion-ai-shop/products/dresses/elle-women-brown-dress-57055.jpg","True","804","804","Elle Women Brown Dress","1","6/17/2026 10:39:33 AM"
"805","https://res.cloudinary.com/druymbf9y/image/upload/v1781668647/fashion-ai-shop/products/tshirts/adidas-men-white-striped-polo-t-shirt-33944.jpg","True","805","805","ADIDAS Men White Striped Polo T-shirt","1","6/17/2026 10:39:33 AM"
"806","https://res.cloudinary.com/druymbf9y/image/upload/v1781668647/fashion-ai-shop/products/formal-shoes/provogue-men-black-formal-shoes-22125.jpg","True","806","806","Provogue Men Black Formal Shoes","1","6/17/2026 10:39:33 AM"
"807","https://res.cloudinary.com/druymbf9y/image/upload/v1781668648/fashion-ai-shop/products/casual-shoes/u-s-polo-assn-men-brown-shoes-35678.jpg","True","807","807","U.S. Polo Assn. Men Brown Shoes","1","6/17/2026 10:39:33 AM"
"808","https://res.cloudinary.com/druymbf9y/image/upload/v1781668649/fashion-ai-shop/products/sports-shoes/asics-men-s-gel-challenger-8-tennis-white-blue-shoe-3309.jpg","True","808","808","Asics Men's Gel Challenger 8 Tennis White Blue Shoe","1","6/17/2026 10:39:33 AM"
"809","https://res.cloudinary.com/druymbf9y/image/upload/v1781668650/fashion-ai-shop/products/track-pants/adidas-women-ess-mf-yoga-black-pants-9754.jpg","True","809","809","ADIDAS Women Ess Mf Yoga Black Pants","1","6/17/2026 10:39:33 AM"
"810","https://res.cloudinary.com/druymbf9y/image/upload/v1781668650/fashion-ai-shop/products/sports-shoes/nike-men-s-air-googly-2-white-orange-shoe-8218.jpg","True","810","810","Nike Men's Air Googly 2 White Orange Shoe","1","6/17/2026 10:39:33 AM"
"811","https://res.cloudinary.com/druymbf9y/image/upload/v1781668651/fashion-ai-shop/products/tshirts/ucb-men-s-united-colors-flock-red-t-shirt-6690.jpg","True","811","811","UCB Men's United Colors Flock Red T-shirt","1","6/17/2026 10:39:33 AM"
"812","https://res.cloudinary.com/druymbf9y/image/upload/v1781668652/fashion-ai-shop/products/sports-shoes/adidas-men-snova-glide-grey-sports-shoes-12966.jpg","True","812","812","ADIDAS Men Snova Glide Grey Sports Shoes","1","6/17/2026 10:39:33 AM"
"813","https://res.cloudinary.com/druymbf9y/image/upload/v1781668653/fashion-ai-shop/products/tshirts/flying-machine-women-cotton-grey-t-shirt-35991.jpg","True","813","813","Flying Machine Women Cotton Grey T-shirt","1","6/17/2026 10:39:33 AM"
"814","https://res.cloudinary.com/druymbf9y/image/upload/v1781668654/fashion-ai-shop/products/sweaters/spykar-men-solid-charcoal-sweaters-16927.jpg","True","814","814","Spykar Men Solid Charcoal Sweaters","1","6/17/2026 10:39:33 AM"
"815","https://res.cloudinary.com/druymbf9y/image/upload/v1781668654/fashion-ai-shop/products/casual-shoes/converse-unisex-contrast-oxford-red-casual-shoes-24184.jpg","True","815","815","Converse Unisex Contrast Oxford Red Casual Shoes","1","6/17/2026 10:39:33 AM"
"816","https://res.cloudinary.com/druymbf9y/image/upload/v1781668655/fashion-ai-shop/products/shirts/u-s-polo-assn-men-black-shirt-59295.jpg","True","816","816","U.S. Polo Assn. Men Black Shirt","1","6/17/2026 10:39:33 AM"
"817","https://res.cloudinary.com/druymbf9y/image/upload/v1781668656/fashion-ai-shop/products/shirts/united-colors-of-benetton-men-check-red-shirt-19711.jpg","True","817","817","United Colors of Benetton Men Check Red Shirt","1","6/17/2026 10:39:33 AM"
"818","https://res.cloudinary.com/druymbf9y/image/upload/v1781668656/fashion-ai-shop/products/flats/portia-women-black-flats-47599.jpg","True","818","818","Portia Women Black Flats","1","6/17/2026 10:39:33 AM"
"819","https://res.cloudinary.com/druymbf9y/image/upload/v1781668657/fashion-ai-shop/products/sandals/woodland-men-brown-sandals-38786.jpg","True","819","819","Woodland Men Brown Sandals","1","6/17/2026 10:39:33 AM"
"820","https://res.cloudinary.com/druymbf9y/image/upload/v1781668658/fashion-ai-shop/products/heels/catwalk-women-black-heels-39596.jpg","True","820","820","Catwalk Women Black Heels","1","6/17/2026 10:39:33 AM"
"821","https://res.cloudinary.com/druymbf9y/image/upload/v1781668659/fashion-ai-shop/products/tshirts/adidas-men-grey-t-shirt-24335.jpg","True","821","821","ADIDAS Men Grey T-shirt","1","6/17/2026 10:39:33 AM"
"822","https://res.cloudinary.com/druymbf9y/image/upload/v1781668659/fashion-ai-shop/products/formal-shoes/enroute-men-leather-tan-formal-shoes-16163.jpg","True","822","822","Enroute Men Leather Tan Formal Shoes","1","6/17/2026 10:39:33 AM"
"823","https://res.cloudinary.com/druymbf9y/image/upload/v1781668660/fashion-ai-shop/products/tshirts/little-miss-women-white-printed-t-shirt-24593.jpg","True","823","823","Little Miss Women White Printed T-shirt","1","6/17/2026 10:39:33 AM"
"824","https://res.cloudinary.com/druymbf9y/image/upload/v1781668661/fashion-ai-shop/products/tshirts/basics-men-turquoise-blue-striped-polo-t-shirt-14682.jpg","True","824","824","Basics Men Turquoise Blue Striped Polo T-shirt","1","6/17/2026 10:39:33 AM"
"825","https://res.cloudinary.com/druymbf9y/image/upload/v1781668662/fashion-ai-shop/products/tshirts/myntra-men-blue-banana-diet-t-shirt-34359.jpg","True","825","825","Myntra Men Blue Banana Diet T-shirt","1","6/17/2026 10:39:33 AM"
"826","https://res.cloudinary.com/druymbf9y/image/upload/v1781668663/fashion-ai-shop/products/jeans/lee-women-scraped-blue-roxy-fit-jeans-9144.jpg","True","826","826","Lee Women Scraped Blue Roxy Fit Jeans","1","6/17/2026 10:39:33 AM"
"827","https://res.cloudinary.com/druymbf9y/image/upload/v1781668663/fashion-ai-shop/products/casual-shoes/puma-women-corsica-mid-l-shine-black-grey-shoe-7816.jpg","True","827","827","Puma Women Corsica Mid L Shine Black Grey Shoe","1","6/17/2026 10:39:33 AM"
"828","https://res.cloudinary.com/druymbf9y/image/upload/v1781668664/fashion-ai-shop/products/heels/grendha-women-roamance-brown-flats-32849.jpg","True","828","828","Grendha Women Roamance Brown Flats","1","6/17/2026 10:39:33 AM"
"829","https://res.cloudinary.com/druymbf9y/image/upload/v1781668665/fashion-ai-shop/products/tshirts/french-connection-men-cream-t-shirt-48401.jpg","True","829","829","French Connection Men Cream T-shirt","1","6/17/2026 10:39:33 AM"
"830","https://res.cloudinary.com/druymbf9y/image/upload/v1781668666/fashion-ai-shop/products/tshirts/ed-hardy-men-s-grey-bull-dog-t-shirt-3858.jpg","True","830","830","Ed Hardy Men's Grey Bull Dog T-shirt","1","6/17/2026 10:39:33 AM"
"831","https://res.cloudinary.com/druymbf9y/image/upload/v1781668666/fashion-ai-shop/products/tshirts/timberland-men-s-saco-river-royal-blue-t-shirt-6762.jpg","True","831","831","Timberland Men's Saco River Royal Blue T-shirt","1","6/17/2026 10:39:33 AM"
"832","https://res.cloudinary.com/druymbf9y/image/upload/v1781668667/fashion-ai-shop/products/jeans/spykar-women-blue-jeans-44815.jpg","True","832","832","Spykar Women Blue Jeans","1","6/17/2026 10:39:33 AM"
"833","https://res.cloudinary.com/druymbf9y/image/upload/v1781668668/fashion-ai-shop/products/tshirts/delhi-daredevils-mens-fan-tee-3440.jpg","True","833","833","Delhi Daredevils Mens Fan Tee","1","6/17/2026 10:39:33 AM"
"834","https://res.cloudinary.com/druymbf9y/image/upload/v1781668669/fashion-ai-shop/products/flats/rocia-women-brown-sandal-42708.jpg","True","834","834","Rocia Women Brown Sandal","1","6/17/2026 10:39:33 AM"
"835","https://res.cloudinary.com/druymbf9y/image/upload/v1781668670/fashion-ai-shop/products/tshirts/gini-and-jony-boy-s-kalkin-white-brown-infant-kidswear-4966.jpg","True","835","835","Gini and Jony Boy's Kalkin White Brown Infant Kidswear","1","6/17/2026 10:39:33 AM"
"836","https://res.cloudinary.com/druymbf9y/image/upload/v1781668671/fashion-ai-shop/products/casual-shoes/lee-cooper-men-brown-casual-shoe-17813.jpg","True","836","836","Lee Cooper Men  Brown Casual Shoe","1","6/17/2026 10:39:33 AM"
"837","https://res.cloudinary.com/druymbf9y/image/upload/v1781668671/fashion-ai-shop/products/shorts/united-colors-of-benetton-men-grey-washed-shorts-19687.jpg","True","837","837","United Colors of Benetton Men Grey Washed Shorts","1","6/17/2026 10:39:33 AM"
"838","https://res.cloudinary.com/druymbf9y/image/upload/v1781668672/fashion-ai-shop/products/flip-flops/lotto-men-green-flip-flops-44716.jpg","True","838","838","Lotto Men Green Flip Flops","1","6/17/2026 10:39:33 AM"
"839","https://res.cloudinary.com/druymbf9y/image/upload/v1781668673/fashion-ai-shop/products/jeans/flying-machine-women-blue-jeans-11237.jpg","True","839","839","Flying Machine Women Blue Jeans","1","6/17/2026 10:39:33 AM"
"840","https://res.cloudinary.com/druymbf9y/image/upload/v1781668674/fashion-ai-shop/products/tshirts/puma-men-s-tech-graphic-green-black-t-shirt-7937.jpg","True","840","840","Puma Men's Tech Graphic Green Black T-shirt","1","6/17/2026 10:39:33 AM"
"841","https://res.cloudinary.com/druymbf9y/image/upload/v1781668674/fashion-ai-shop/products/sports-shoes/adidas-men-climacool-boat-sl-blue-sports-shoes-34815.jpg","True","841","841","ADIDAS Men Climacool Boat SL Blue Sports Shoes","1","6/17/2026 10:39:33 AM"
"842","https://res.cloudinary.com/druymbf9y/image/upload/v1781668675/fashion-ai-shop/products/track-pants/puma-women-geranium-red-core-sweatpants-18644.jpg","True","842","842","Puma Women Geranium Red Core Sweatpants","1","6/17/2026 10:39:33 AM"
"843","https://res.cloudinary.com/druymbf9y/image/upload/v1781668676/fashion-ai-shop/products/casual-shoes/nike-men-killshot-2-black-casual-shoes-25456.jpg","True","843","843","Nike Men Killshot 2 Black Casual Shoes","1","6/17/2026 10:39:33 AM"
"844","https://res.cloudinary.com/druymbf9y/image/upload/v1781668677/fashion-ai-shop/products/sweaters/united-colors-of-benetton-men-check-navy-blue-sweater-19522.jpg","True","844","844","United Colors of Benetton Men Check Navy Blue Sweater","1","6/17/2026 10:39:33 AM"
"845","https://res.cloudinary.com/druymbf9y/image/upload/v1781668677/fashion-ai-shop/products/tshirts/united-colors-of-benetton-men-solid-white-polo-tshirt-19147.jpg","True","845","845","United Colors of Benetton Men Solid White Polo Tshirt","1","6/17/2026 10:39:33 AM"
"846","https://res.cloudinary.com/druymbf9y/image/upload/v1781668678/fashion-ai-shop/products/tshirts/wrangler-women-s-rhythm-graphic-coral-red-t-shirt-5150.jpg","True","846","846","Wrangler Women's Rhythm Graphic Coral Red T-shirt","1","6/17/2026 10:39:33 AM"
"847","https://res.cloudinary.com/druymbf9y/image/upload/v1781668679/fashion-ai-shop/products/sports-shoes/fila-men-calcio-white-sports-shoes-28598.jpg","True","847","847","Fila Men Calcio White Sports Shoes","1","6/17/2026 10:39:33 AM"
"848","https://res.cloudinary.com/druymbf9y/image/upload/v1781668680/fashion-ai-shop/products/tshirts/reebok-men-shiamak-dance-black-t-shirt-2334.jpg","True","848","848","Reebok Men Shiamak Dance Black T-shirt","1","6/17/2026 10:39:33 AM"
"849","https://res.cloudinary.com/druymbf9y/image/upload/v1781668680/fashion-ai-shop/products/shirts/wrangler-men-country-eagle-red-shirt-10816.jpg","True","849","849","Wrangler Men Country Eagle Red Shirt","1","6/17/2026 10:39:33 AM"
"850","https://res.cloudinary.com/druymbf9y/image/upload/v1781668681/fashion-ai-shop/products/flats/hm-women-black-sandals-56943.jpg","True","850","850","HM Women Black Sandals","1","6/17/2026 10:39:33 AM"
"851","https://res.cloudinary.com/druymbf9y/image/upload/v1781668682/fashion-ai-shop/products/shirts/u-s-polo-assn-men-checks-grey-shirt-17171.jpg","True","851","851","U.S. Polo Assn. Men Checks Grey Shirt","1","6/17/2026 10:39:33 AM"
"852","https://res.cloudinary.com/druymbf9y/image/upload/v1781668683/fashion-ai-shop/products/tshirts/lee-men-black-printed-t-shirt-11772.jpg","True","852","852","Lee Men Black Printed T-shirt","1","6/17/2026 10:39:33 AM"
"853","https://res.cloudinary.com/druymbf9y/image/upload/v1781668683/fashion-ai-shop/products/flats/carlton-london-women-classy-black-sandals-20772.jpg","True","853","853","Carlton London Women Classy Black Sandals","1","6/17/2026 10:39:33 AM"
"854","https://res.cloudinary.com/druymbf9y/image/upload/v1781668684/fashion-ai-shop/products/flip-flops/calvin-klein-men-flip-flops-48527.jpg","True","854","854","Calvin Klein Men Flip Flops","1","6/17/2026 10:39:33 AM"
"855","https://res.cloudinary.com/druymbf9y/image/upload/v1781668685/fashion-ai-shop/products/sports-shoes/adidas-men-allegra-grey-sports-shoes-12975.jpg","True","855","855","ADIDAS Men Allegra Grey Sports Shoes","1","6/17/2026 10:39:33 AM"
"856","https://res.cloudinary.com/druymbf9y/image/upload/v1781668686/fashion-ai-shop/products/casual-shoes/red-chief-men-olive-shoes-39272.jpg","True","856","856","Red Chief Men Olive Shoes","1","6/17/2026 10:39:33 AM"
"857","https://res.cloudinary.com/druymbf9y/image/upload/v1781668687/fashion-ai-shop/products/tshirts/proline-men-navy-polo-t-shirt-7811.jpg","True","857","857","Proline Men Navy Polo T-shirt","1","6/17/2026 10:39:33 AM"
"858","https://res.cloudinary.com/druymbf9y/image/upload/v1781668688/fashion-ai-shop/products/tshirts/turtle-stripes-men-green-tshirt-15988.jpg","True","858","858","Turtle Stripes Men Green TShirt","1","6/17/2026 10:39:33 AM"
"859","https://res.cloudinary.com/druymbf9y/image/upload/v1781668689/fashion-ai-shop/products/tshirts/adidas-men-orange-t-shirt-40065.jpg","True","859","859","ADIDAS Men Orange T-shirt","1","6/17/2026 10:39:33 AM"
"860","https://res.cloudinary.com/druymbf9y/image/upload/v1781668689/fashion-ai-shop/products/casual-shoes/converse-men-s-chuck-taylor-as-canvas-ox-shoe-3604.jpg","True","860","860","Converse Men's Chuck Taylor As Canvas OX Shoe","1","6/17/2026 10:39:33 AM"
"861","https://res.cloudinary.com/druymbf9y/image/upload/v1781668690/fashion-ai-shop/products/tshirts/nike-men-club-pique-polo-white-t-shirt-30586.jpg","True","861","861","Nike Men Club Pique Polo White T-shirt","1","6/17/2026 10:39:33 AM"
"862","https://res.cloudinary.com/druymbf9y/image/upload/v1781668691/fashion-ai-shop/products/shirts/highlander-men-check-green-shirt-16039.jpg","True","862","862","Highlander Men Check Green Shirt","1","6/17/2026 10:39:33 AM"
"863","https://res.cloudinary.com/druymbf9y/image/upload/v1781668692/fashion-ai-shop/products/casual-shoes/converse-unisex-chuck-taylor-checks-hi-red-canvas-shoe-3605.jpg","True","863","863","Converse Unisex Chuck Taylor Checks HI Red Canvas Shoe","1","6/17/2026 10:39:33 AM"
"864","https://res.cloudinary.com/druymbf9y/image/upload/v1781668693/fashion-ai-shop/products/casual-shoes/gas-men-venetian-grey-shoes-39940.jpg","True","864","864","Gas Men Venetian Grey Shoes","1","6/17/2026 10:39:33 AM"
"865","https://res.cloudinary.com/druymbf9y/image/upload/v1781668693/fashion-ai-shop/products/tshirts/nike-mens-running-white-t-shirt-1912.jpg","True","865","865","Nike Mens Running White T-shirt","1","6/17/2026 10:39:33 AM"
"866","https://res.cloudinary.com/druymbf9y/image/upload/v1781668694/fashion-ai-shop/products/casual-shoes/puma-men-graffiti-fx-shoes-1920.jpg","True","866","866","Puma Men Graffiti FX Shoes","1","6/17/2026 10:39:33 AM"
"867","https://res.cloudinary.com/druymbf9y/image/upload/v1781668695/fashion-ai-shop/products/tshirts/proline-men-grey-striped-polo-t-shirt-28863.jpg","True","867","867","Proline Men Grey Striped Polo T-shirt","1","6/17/2026 10:39:33 AM"
"868","https://res.cloudinary.com/druymbf9y/image/upload/v1781668696/fashion-ai-shop/products/sports-shoes/fila-men-swift-black-sports-shoes-25566.jpg","True","868","868","Fila Men Swift Black Sports Shoes","1","6/17/2026 10:39:33 AM"
"869","https://res.cloudinary.com/druymbf9y/image/upload/v1781668696/fashion-ai-shop/products/tshirts/myntra-men-lost-valley-off-white-t-shirt-30335.jpg","True","869","869","Myntra Men Lost Valley Off White T-shirt","1","6/17/2026 10:39:33 AM"
"870","https://res.cloudinary.com/druymbf9y/image/upload/v1781668697/fashion-ai-shop/products/flats/rocia-women-black-sandals-45378.jpg","True","870","870","Rocia Women Black Sandals","1","6/17/2026 10:39:33 AM"
"871","https://res.cloudinary.com/druymbf9y/image/upload/v1781668698/fashion-ai-shop/products/shirts/belmonte-men-solid-white-shirts-13768.jpg","True","871","871","Belmonte Men Solid White Shirts","1","6/17/2026 10:39:33 AM"
"872","https://res.cloudinary.com/druymbf9y/image/upload/v1781668698/fashion-ai-shop/products/sandals/fila-unisex-aqua-gripparre-brown-sandals-7970.jpg","True","872","872","Fila Unisex Aqua Gripparre Brown Sandals","1","6/17/2026 10:39:33 AM"
"873","https://res.cloudinary.com/druymbf9y/image/upload/v1781668699/fashion-ai-shop/products/jeans/denizen-men-black-jeans-28791.jpg","True","873","873","Denizen Men Black Jeans","1","6/17/2026 10:39:33 AM"
"874","https://res.cloudinary.com/druymbf9y/image/upload/v1781668700/fashion-ai-shop/products/sports-shoes/nike-men-dual-fusion-grey-sports-shoes-12691.jpg","True","874","874","Nike Men Dual Fusion Grey Sports Shoes","1","6/17/2026 10:39:33 AM"
"875","https://res.cloudinary.com/druymbf9y/image/upload/v1781668701/fashion-ai-shop/products/flip-flops/puma-men-lynx-red-slipper-16983.jpg","True","875","875","Puma Men Lynx Red Slipper","1","6/17/2026 10:39:33 AM"
"876","https://res.cloudinary.com/druymbf9y/image/upload/v1781668701/fashion-ai-shop/products/casual-shoes/timberland-men-black-casual-shoes-22162.jpg","True","876","876","Timberland Men Black Casual Shoes","1","6/17/2026 10:39:33 AM"
"877","https://res.cloudinary.com/druymbf9y/image/upload/v1781668702/fashion-ai-shop/products/shirts/basics-men-black-slim-fit-checked-shirt-14673.jpg","True","877","877","Basics Men Black Slim Fit Checked Shirt","1","6/17/2026 10:39:33 AM"
"878","https://res.cloudinary.com/druymbf9y/image/upload/v1781668703/fashion-ai-shop/products/tshirts/puma-men-usain-bolt-black-tshirts-10050.jpg","True","878","878","Puma Men Usain Bolt Black Tshirts","1","6/17/2026 10:39:33 AM"
"879","https://res.cloudinary.com/druymbf9y/image/upload/v1781668704/fashion-ai-shop/products/dresses/mineral-women-pink-dress-37929.jpg","True","879","879","Mineral Women Pink Dress","1","6/17/2026 10:39:33 AM"
"880","https://res.cloudinary.com/druymbf9y/image/upload/v1781668705/fashion-ai-shop/products/jackets/adidas-men-ess-3s-rain-jkt-navy-blue-jacket-22363.jpg","True","880","880","ADIDAS Men Ess 3S Rain Jkt Navy Blue Jacket","1","6/17/2026 10:39:33 AM"
"881","https://res.cloudinary.com/druymbf9y/image/upload/v1781668706/fashion-ai-shop/products/heels/senorita-women-yellow-purple-flats-35360.jpg","True","881","881","Senorita Women Yellow & Purple Flats","1","6/17/2026 10:39:33 AM"
"882","https://res.cloudinary.com/druymbf9y/image/upload/v1781668706/fashion-ai-shop/products/tshirts/ucb-men-s-polo-neck-t-shirt-in-solid-heavy-wash-black-t-shirt-6049.jpg","True","882","882","UCB Men's Polo Neck T-shirt In Solid Heavy Wash Black T-shirt","1","6/17/2026 10:39:33 AM"
"883","https://res.cloudinary.com/druymbf9y/image/upload/v1781668707/fashion-ai-shop/products/sports-shoes/nike-men-blue-grey-sports-shoes-46808.jpg","True","883","883","Nike Men Blue & Grey Sports Shoes","1","6/17/2026 10:39:33 AM"
"884","https://res.cloudinary.com/druymbf9y/image/upload/v1781668708/fashion-ai-shop/products/sports-shoes/puma-men-s-yugorun-white-red-shoe-4525.jpg","True","884","884","Puma Men's YugoRun White Red Shoe","1","6/17/2026 10:39:33 AM"
"885","https://res.cloudinary.com/druymbf9y/image/upload/v1781668709/fashion-ai-shop/products/tshirts/adidas-men-red-polo-t-shirt-2200.jpg","True","885","885","Adidas Men Red Polo T-shirt","1","6/17/2026 10:39:33 AM"
"886","https://res.cloudinary.com/druymbf9y/image/upload/v1781668709/fashion-ai-shop/products/tshirts/classic-polo-men-s-combo-pack-of-2-white-grey-t-shirt-7027.jpg","True","886","886","Classic Polo Men's Combo Pack of 2 White Grey T-shirt","1","6/17/2026 10:39:33 AM"
"887","https://res.cloudinary.com/druymbf9y/image/upload/v1781668710/fashion-ai-shop/products/heels/rocia-women-black-sequined-heels-50158.jpg","True","887","887","Rocia Women Black Sequined Heels","1","6/17/2026 10:39:33 AM"
"888","https://res.cloudinary.com/druymbf9y/image/upload/v1781668711/fashion-ai-shop/products/tshirts/classic-polo-men-printed-yellow-t-shirt-29547.jpg","True","888","888","Classic Polo Men Printed Yellow T-shirt","1","6/17/2026 10:39:33 AM"
"889","https://res.cloudinary.com/druymbf9y/image/upload/v1781668712/fashion-ai-shop/products/casual-shoes/converse-men-navy-chuck-taylor-all-star-canvas-shoes-3808.jpg","True","889","889","Converse Men Navy Chuck Taylor All Star Canvas Shoes","1","6/17/2026 10:39:33 AM"
"890","https://res.cloudinary.com/druymbf9y/image/upload/v1781668713/fashion-ai-shop/products/heels/catwalk-women-red-flats-46823.jpg","True","890","890","Catwalk Women Red Flats","1","6/17/2026 10:39:33 AM"
"891","https://res.cloudinary.com/druymbf9y/image/upload/v1781668713/fashion-ai-shop/products/sandals/red-chief-men-black-sandals-39294.jpg","True","891","891","Red Chief Men Black Sandals","1","6/17/2026 10:39:33 AM"
"892","https://res.cloudinary.com/druymbf9y/image/upload/v1781668714/fashion-ai-shop/products/sweatshirts/united-colors-of-benetton-men-solid-red-sweatshirt-19145.jpg","True","892","892","United Colors of Benetton Men Solid Red SweatShirt","1","6/17/2026 10:39:33 AM"
"893","https://res.cloudinary.com/druymbf9y/image/upload/v1781668715/fashion-ai-shop/products/flats/rocia-women-black-sandals-45411.jpg","True","893","893","Rocia Women Black Sandals","1","6/17/2026 10:39:33 AM"
"894","https://res.cloudinary.com/druymbf9y/image/upload/v1781668715/fashion-ai-shop/products/tshirts/inkfruit-men-s-deployment-light-brown-t-shirt-3122.jpg","True","894","894","Inkfruit Men's Deployment Light Brown T-shirt","1","6/17/2026 10:39:33 AM"
"895","https://res.cloudinary.com/druymbf9y/image/upload/v1781668716/fashion-ai-shop/products/casual-shoes/puma-men-future-cat-white-casual-shoes-18482.jpg","True","895","895","Puma Men Future Cat White Casual Shoes","1","6/17/2026 10:39:33 AM"
"896","https://res.cloudinary.com/druymbf9y/image/upload/v1781668717/fashion-ai-shop/products/casual-shoes/id-men-casual-black-shoes-12926.jpg","True","896","896","iD Men Casual Black Shoes","1","6/17/2026 10:39:33 AM"
"897","https://res.cloudinary.com/druymbf9y/image/upload/v1781668717/fashion-ai-shop/products/tshirts/wrangler-men-hiker-striped-blue-t-shirt-33580.jpg","True","897","897","Wrangler Men Hiker Striped Blue T-shirt","1","6/17/2026 10:39:33 AM"
"898","https://res.cloudinary.com/druymbf9y/image/upload/v1781668718/fashion-ai-shop/products/sports-shoes/adidas-men-s-canon-dialect-blue-yellow-shoe-6626.jpg","True","898","898","ADIDAS Men's Canon Dialect Blue Yellow Shoe","1","6/17/2026 10:39:33 AM"
"899","https://res.cloudinary.com/druymbf9y/image/upload/v1781668719/fashion-ai-shop/products/formal-shoes/franco-leone-men-brown-shoes-47207.jpg","True","899","899","Franco Leone Men Brown Shoes","1","6/17/2026 10:39:33 AM"
"900","https://res.cloudinary.com/druymbf9y/image/upload/v1781668720/fashion-ai-shop/products/shirts/french-connection-men-beige-shirt-43488.jpg","True","900","900","French Connection Men Beige Shirt","1","6/17/2026 10:39:33 AM"
"901","https://res.cloudinary.com/druymbf9y/image/upload/v1781668721/fashion-ai-shop/products/shirts/doodle-kids-boy-check-blue-shirt-27213.jpg","True","901","901","Doodle Kids Boy Check Blue Shirt","1","6/17/2026 10:39:33 AM"
"902","https://res.cloudinary.com/druymbf9y/image/upload/v1781668721/fashion-ai-shop/products/formal-shoes/red-tape-men-s-brown-semi-formal-shoe-2367.jpg","True","902","902","Red Tape Men's Brown Semi Formal Shoe","1","6/17/2026 10:39:33 AM"
"903","https://res.cloudinary.com/druymbf9y/image/upload/v1781668722/fashion-ai-shop/products/tshirts/spykar-women-s-not-my-fault-pink-t-shirt-6608.jpg","True","903","903","Spykar Women's Not My Fault Pink T-shirt","1","6/17/2026 10:39:33 AM"
"904","https://res.cloudinary.com/druymbf9y/image/upload/v1781668723/fashion-ai-shop/products/casual-shoes/rockport-men-brown-leather-casual-shoes-4183.jpg","True","904","904","Rockport Men Brown Leather Casual Shoes","1","6/17/2026 10:39:33 AM"
