"variant_id","sku","variant_attributes","price","stock_quantity","product_id","color","size","stock_reserved","low_stock_threshold","is_active","created_at","updated_at"
"466","VS-4394-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","46","466","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"467","VS-13072-BLACK-M","{""color"":""Black"",""size"":""M""}","699000.00","26","467","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"468","VS-46380-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","89","468","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"469","VS-17945-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","59","469","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"470","VS-46796-BLACK-M","{""color"":""Black"",""size"":""M""}","799000.00","22","470","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"471","VS-34525-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","87","471","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"472","VS-43364-SILVER-M","{""color"":""Silver"",""size"":""M""}","399000.00","88","472","Silver","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"473","VS-3695-WHITE-M","{""color"":""White"",""size"":""M""}","699000.00","42","473","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"474","VS-10113-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","80","474","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"475","VS-7873-MULTI-M","{""color"":""Multi"",""size"":""M""}","199000.00","73","475","Multi","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"476","VS-20874-GREY-M","{""color"":""Grey"",""size"":""M""}","899000.00","92","476","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"477","VS-2213-BROWN-M","{""color"":""Brown"",""size"":""M""}","299000.00","30","477","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"478","VS-33689-WHITE-M","{""color"":""White"",""size"":""M""}","699000.00","52","478","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"479","VS-17701-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","699000.00","87","479","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"480","VS-57058-WHITE-M","{""color"":""White"",""size"":""M""}","399000.00","64","480","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"481","VS-35263-PURPLE-M","{""color"":""Purple"",""size"":""M""}","249000.00","93","481","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"482","VS-57154-GREY-MELANGE-M","{""color"":""Grey Melange"",""size"":""M""}","199000.00","34","482","Grey Melange","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"483","VS-4833-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","299000.00","86","483","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"484","VS-4355-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","69","484","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"485","VS-19322-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","55","485","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"486","VS-42109-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","65","486","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"487","VS-30639-PURPLE-M","{""color"":""Purple"",""size"":""M""}","199000.00","69","487","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"488","VS-33711-BLACK-M","{""color"":""Black"",""size"":""M""}","159000.00","13","488","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"489","VS-42036-BLUE-M","{""color"":""Blue"",""size"":""M""}","159000.00","39","489","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"490","VS-4379-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","98","490","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"491","VS-4580-BLACK-M","{""color"":""Black"",""size"":""M""}","899000.00","68","491","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"492","VS-6638-BLACK-M","{""color"":""Black"",""size"":""M""}","699000.00","53","492","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"493","VS-29795-OLIVE-M","{""color"":""Olive"",""size"":""M""}","249000.00","39","493","Olive","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"494","VS-14489-BLUE-M","{""color"":""Blue"",""size"":""M""}","699000.00","34","494","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"495","VS-16620-RED-M","{""color"":""Red"",""size"":""M""}","249000.00","83","495","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"496","VS-46393-OLIVE-M","{""color"":""Olive"",""size"":""M""}","249000.00","71","496","Olive","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"497","VS-8976-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","83","497","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"498","VS-24669-RED-M","{""color"":""Red"",""size"":""M""}","699000.00","37","498","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"499","VS-41921-SILVER-M","{""color"":""Silver"",""size"":""M""}","159000.00","83","499","Silver","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"500","VS-40098-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","199000.00","39","500","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"501","VS-21095-BROWN-M","{""color"":""Brown"",""size"":""M""}","299000.00","45","501","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"502","VS-13436-GREEN-M","{""color"":""Green"",""size"":""M""}","199000.00","32","502","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"503","VS-22885-KHAKI-M","{""color"":""Khaki"",""size"":""M""}","299000.00","98","503","Khaki","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"504","VS-1636-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","68","504","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"505","VS-12678-BLACK-M","{""color"":""Black"",""size"":""M""}","349000.00","50","505","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"506","VS-27914-BROWN-M","{""color"":""Brown"",""size"":""M""}","349000.00","38","506","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"507","VS-4286-GREY-M","{""color"":""Grey"",""size"":""M""}","699000.00","91","507","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"508","VS-31047-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","36","508","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"509","VS-14360-BROWN-M","{""color"":""Brown"",""size"":""M""}","599000.00","78","509","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"510","VS-44734-PINK-M","{""color"":""Pink"",""size"":""M""}","159000.00","97","510","Pink","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"511","VS-7776-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","699000.00","92","511","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"512","VS-10076-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","17","512","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"513","VS-37280-BLUE-M","{""color"":""Blue"",""size"":""M""}","199000.00","96","513","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"514","VS-7231-BLACK-M","{""color"":""Black"",""size"":""M""}","799000.00","69","514","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"515","VS-19982-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","11","515","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"516","VS-59421-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","52","516","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"517","VS-57167-TEAL-M","{""color"":""Teal"",""size"":""M""}","199000.00","47","517","Teal","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"518","VS-17748-BLACK-M","{""color"":""Black"",""size"":""M""}","899000.00","19","518","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"519","VS-15301-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","82","519","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"520","VS-14956-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","91","520","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"521","VS-51762-GOLD-M","{""color"":""Gold"",""size"":""M""}","599000.00","23","521","Gold","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"522","VS-13332-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","74","522","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"523","VS-41486-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","199000.00","45","523","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"524","VS-26153-BLACK-M","{""color"":""Black"",""size"":""M""}","349000.00","42","524","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"525","VS-33663-BROWN-M","{""color"":""Brown"",""size"":""M""}","299000.00","81","525","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"526","VS-21585-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","62","526","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"527","VS-11290-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","74","527","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"528","VS-36443-WHITE-M","{""color"":""White"",""size"":""M""}","699000.00","32","528","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"529","VS-38623-GREEN-M","{""color"":""Green"",""size"":""M""}","199000.00","66","529","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"530","VS-7877-BLACK-M","{""color"":""Black"",""size"":""M""}","799000.00","32","530","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"531","VS-12692-BLACK-M","{""color"":""Black"",""size"":""M""}","899000.00","91","531","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"532","VS-18616-RED-M","{""color"":""Red"",""size"":""M""}","199000.00","81","532","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"533","VS-23208-RED-M","{""color"":""Red"",""size"":""M""}","199000.00","79","533","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"534","VS-22608-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","599000.00","62","534","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"535","VS-2787-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","99","535","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"536","VS-14341-GREEN-M","{""color"":""Green"",""size"":""M""}","159000.00","25","536","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"537","VS-17265-BLUE-M","{""color"":""Blue"",""size"":""M""}","199000.00","21","537","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"538","VS-28315-GREY-M","{""color"":""Grey"",""size"":""M""}","699000.00","35","538","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"539","VS-15248-BLACK-M","{""color"":""Black"",""size"":""M""}","699000.00","33","539","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"540","VS-5377-BLACK-M","{""color"":""Black"",""size"":""M""}","899000.00","34","540","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"541","VS-41450-WHITE-M","{""color"":""White"",""size"":""M""}","699000.00","55","541","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"542","VS-3225-BLACK-M","{""color"":""Black"",""size"":""M""}","699000.00","24","542","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"543","VS-10289-BLACK-M","{""color"":""Black"",""size"":""M""}","599000.00","22","543","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"544","VS-17503-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","54","544","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"545","VS-40312-WHITE-M","{""color"":""White"",""size"":""M""}","299000.00","28","545","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"546","VS-8805-BLACK-M","{""color"":""Black"",""size"":""M""}","249000.00","24","546","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"547","VS-53761-GREEN-M","{""color"":""Green"",""size"":""M""}","199000.00","17","547","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"548","VS-22147-BLACK-M","{""color"":""Black"",""size"":""M""}","799000.00","87","548","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"549","VS-38645-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","44","549","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"550","VS-2102-WHITE-M","{""color"":""White"",""size"":""M""}","249000.00","63","550","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"551","VS-5773-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","70","551","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"552","VS-30693-BROWN-M","{""color"":""Brown"",""size"":""M""}","599000.00","46","552","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"553","VS-8638-BROWN-M","{""color"":""Brown"",""size"":""M""}","299000.00","77","553","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"554","VS-17536-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","87","554","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"555","VS-13116-BLACK-M","{""color"":""Black"",""size"":""M""}","699000.00","43","555","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"556","VS-22896-BLACK-M","{""color"":""Black"",""size"":""M""}","799000.00","59","556","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"557","VS-7856-TEAL-M","{""color"":""Teal"",""size"":""M""}","199000.00","24","557","Teal","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"558","VS-6069-PINK-M","{""color"":""Pink"",""size"":""M""}","199000.00","56","558","Pink","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"559","VS-1985-RED-M","{""color"":""Red"",""size"":""M""}","199000.00","35","559","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"560","VS-43036-WHITE-M","{""color"":""White"",""size"":""M""}","249000.00","74","560","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"561","VS-22294-BEIGE-M","{""color"":""Beige"",""size"":""M""}","599000.00","99","561","Beige","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"562","VS-3268-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","79","562","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"563","VS-56680-BLACK-M","{""color"":""Black"",""size"":""M""}","599000.00","87","563","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"564","VS-28566-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","77","564","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"565","VS-37743-GREY-M","{""color"":""Grey"",""size"":""M""}","249000.00","49","565","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"566","VS-44781-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","699000.00","50","566","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"567","VS-3367-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","28","567","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"568","VS-4054-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","73","568","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"569","VS-38598-PURPLE-M","{""color"":""Purple"",""size"":""M""}","199000.00","75","569","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"570","VS-53801-GREEN-M","{""color"":""Green"",""size"":""M""}","199000.00","16","570","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"571","VS-25017-BLACK-M","{""color"":""Black"",""size"":""M""}","599000.00","95","571","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"572","VS-15614-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","89","572","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"573","VS-16278-GREY-M","{""color"":""Grey"",""size"":""M""}","399000.00","61","573","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"574","VS-13299-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","20","574","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"575","VS-12814-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","699000.00","29","575","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"576","VS-3098-GREEN-M","{""color"":""Green"",""size"":""M""}","199000.00","76","576","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"577","VS-9210-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","18","577","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"578","VS-40255-MAROON-M","{""color"":""Maroon"",""size"":""M""}","249000.00","67","578","Maroon","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"579","VS-32590-BROWN-M","{""color"":""Brown"",""size"":""M""}","199000.00","77","579","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"580","VS-8908-BLACK-M","{""color"":""Black"",""size"":""M""}","899000.00","26","580","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"581","VS-30412-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","69","581","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"582","VS-40389-BLUE-M","{""color"":""Blue"",""size"":""M""}","199000.00","81","582","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"583","VS-17244-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","43","583","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"584","VS-44580-BLACK-M","{""color"":""Black"",""size"":""M""}","399000.00","56","584","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"585","VS-24213-BLACK-M","{""color"":""Black"",""size"":""M""}","899000.00","88","585","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"586","VS-5494-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","43","586","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"587","VS-12567-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","31","587","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"588","VS-5193-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","199000.00","84","588","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"589","VS-16832-PINK-M","{""color"":""Pink"",""size"":""M""}","199000.00","88","589","Pink","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"590","VS-19830-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","249000.00","58","590","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"591","VS-5381-PURPLE-M","{""color"":""Purple"",""size"":""M""}","899000.00","72","591","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"592","VS-19668-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","11","592","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"593","VS-3675-WHITE-M","{""color"":""White"",""size"":""M""}","699000.00","62","593","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"594","VS-47546-SILVER-M","{""color"":""Silver"",""size"":""M""}","599000.00","71","594","Silver","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"595","VS-57048-BLACK-M","{""color"":""Black"",""size"":""M""}","399000.00","19","595","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"596","VS-2479-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","72","596","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"597","VS-18562-BEIGE-M","{""color"":""Beige"",""size"":""M""}","399000.00","23","597","Beige","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"598","VS-32743-BROWN-M","{""color"":""Brown"",""size"":""M""}","699000.00","84","598","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"599","VS-43943-BLACK-M","{""color"":""Black"",""size"":""M""}","599000.00","77","599","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"600","VS-2309-BLUE-M","{""color"":""Blue"",""size"":""M""}","199000.00","18","600","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"601","VS-44779-WHITE-M","{""color"":""White"",""size"":""M""}","699000.00","51","601","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"602","VS-53113-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","90","602","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"603","VS-2211-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","299000.00","69","603","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"604","VS-39080-BROWN-M","{""color"":""Brown"",""size"":""M""}","199000.00","99","604","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"605","VS-7911-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","55","605","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"606","VS-26058-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","99","606","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"607","VS-35982-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","49","607","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"608","VS-20001-GREEN-M","{""color"":""Green"",""size"":""M""}","199000.00","33","608","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"609","VS-13544-COFFEE-BROWN-M","{""color"":""Coffee Brown"",""size"":""M""}","399000.00","87","609","Coffee Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"610","VS-42033-BLACK-M","{""color"":""Black"",""size"":""M""}","899000.00","55","610","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"611","VS-12170-WHITE-M","{""color"":""White"",""size"":""M""}","249000.00","76","611","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"612","VS-26267-PURPLE-M","{""color"":""Purple"",""size"":""M""}","199000.00","35","612","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"613","VS-19518-BLUE-M","{""color"":""Blue"",""size"":""M""}","449000.00","30","613","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"614","VS-8558-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","41","614","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"615","VS-6739-BROWN-M","{""color"":""Brown"",""size"":""M""}","159000.00","88","615","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"616","VS-20244-PEACH-M","{""color"":""Peach"",""size"":""M""}","199000.00","75","616","Peach","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"617","VS-12797-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","67","617","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"618","VS-7321-BROWN-M","{""color"":""Brown"",""size"":""M""}","699000.00","68","618","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"619","VS-3274-BROWN-M","{""color"":""Brown"",""size"":""M""}","199000.00","90","619","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"620","VS-18416-WHITE-M","{""color"":""White"",""size"":""M""}","699000.00","35","620","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
